stid,seqNum,latitude,longitude,time,behavior
26574714,91,33.64461,-84.42784,2025-04-12 11:10:48+00:00,1
26574714,135,33.64457,-84.4279,2025-04-12 11:10:49+00:00,1
26574714,182,33.6445,-84.42792,2025-04-12 11:10:50+00:00,1
26574714,225,33.64444,-84.42794,2025-04-12 11:10:51+00:00,1
26574714,12,33.64444,-84.42796,2025-04-12 11:10:52+00:00,1
26574714,59,33.64438,-84.42793,2025-04-12 11:10:53+00:00,1
26574714,101,33.64434,-84.42794,2025-04-12 11:10:54+00:00,1
26574714,145,33.64435,-84.42797,2025-04-12 11:10:55+00:00,1
26574714,184,33.64425,-84.42802,2025-04-12 11:10:56+00:00,1
26574714,233,33.64418,-84.42806,2025-04-12 11:10:57+00:00,1
26574717,172,33.64565,-84.40718,2025-04-12 11:10:45+00:00,1
26574717,217,33.64562,-84.40713,2025-04-12 11:10:46+00:00,1
26574717,8,33.64559,-84.40704,2025-04-12 11:10:47+00:00,1
26574717,55,33.64563,-84.40695,2025-04-12 11:10:48+00:00,1
26574717,101,33.64565,-84.40686,2025-04-12 11:10:49+00:00,1
26574717,148,33.64563,-84.40677,2025-04-12 11:10:50+00:00,1
26574717,192,33.6457,-84.4067,2025-04-12 11:10:51+00:00,1
26574717,241,33.64569,-84.4066,2025-04-12 11:10:52+00:00,1
26574717,33,33.64569,-84.40649,2025-04-12 11:10:53+00:00,1
26574717,78,33.64568,-84.40641,2025-04-12 11:10:54+00:00,1
26574717,122,33.64565,-84.40635,2025-04-12 11:10:55+00:00,1
26574717,165,33.64567,-84.40627,2025-04-12 11:10:56+00:00,1
26574717,212,33.64565,-84.40621,2025-04-12 11:10:57+00:00,1
26574770,195,33.64786,-84.43114,2025-04-12 11:10:45+00:00,1
26574770,241,33.64787,-84.43113,2025-04-12 11:10:46+00:00,1
26574770,31,33.64789,-84.43112,2025-04-12 11:10:47+00:00,1
26574770,76,33.64788,-84.43112,2025-04-12 11:10:48+00:00,1
26574770,120,33.64788,-84.43112,2025-04-12 11:10:49+00:00,1
26574770,168,33.64788,-84.43113,2025-04-12 11:10:50+00:00,1
26574770,211,33.64787,-84.43111,2025-04-12 11:10:51+00:00,1
26574770,0,33.64787,-84.43111,2025-04-12 11:10:52+00:00,1
26574770,48,33.64787,-84.43111,2025-04-12 11:10:53+00:00,1
26574770,90,33.64787,-84.43111,2025-04-12 11:10:54+00:00,1
26574770,134,33.64784,-84.43111,2025-04-12 11:10:55+00:00,1
26574770,174,33.6479,-84.43108,2025-04-12 11:10:56+00:00,1
26574770,223,33.64792,-84.43107,2025-04-12 11:10:57+00:00,1
26574789,174,33.64681,-84.40738,2025-04-12 11:10:45+00:00,1
26574789,219,33.64681,-84.40766,2025-04-12 11:10:46+00:00,1
26574789,10,33.64681,-84.40797,2025-04-12 11:10:47+00:00,1
26574789,57,33.64678,-84.40831,2025-04-12 11:10:48+00:00,1
26574789,103,33.64678,-84.40868,2025-04-12 11:10:49+00:00,1
26574789,150,33.64679,-84.4091,2025-04-12 11:10:50+00:00,1
26574789,194,33.64678,-84.40953,2025-04-12 11:10:51+00:00,1
26574789,243,33.64678,-84.40994,2025-04-12 11:10:52+00:00,1
26574789,35,33.64678,-84.41037,2025-04-12 11:10:53+00:00,1
26574789,79,33.64677,-84.41085,2025-04-12 11:10:54+00:00,1
26574789,123,33.64676,-84.41135,2025-04-12 11:10:55+00:00,1
26574789,166,33.64676,-84.41194,2025-04-12 11:10:56+00:00,1
26574789,213,33.64679,-84.4125,2025-04-12 11:10:57+00:00,1
26574823,204,33.63788,-84.42291,2025-04-12 11:10:45+00:00,1
26574823,250,33.63791,-84.42291,2025-04-12 11:10:46+00:00,1
26574823,38,33.63796,-84.4229,2025-04-12 11:10:47+00:00,1
26574823,83,33.63799,-84.4229,2025-04-12 11:10:48+00:00,1
26574823,127,33.63802,-84.42291,2025-04-12 11:10:49+00:00,1
26574823,174,33.63804,-84.42294,2025-04-12 11:10:50+00:00,1
26574823,217,33.63806,-84.42294,2025-04-12 11:10:51+00:00,1
26574823,236,33.63807,-84.42298,2025-04-12 11:10:52+00:00,1
26574823,29,33.63807,-84.42302,2025-04-12 11:10:53+00:00,1
26574823,75,33.63805,-84.42305,2025-04-12 11:10:54+00:00,1
26574823,119,33.638,-84.42313,2025-04-12 11:10:55+00:00,1
26574823,162,33.63799,-84.42315,2025-04-12 11:10:56+00:00,1
26574823,209,33.63798,-84.42318,2025-04-12 11:10:57+00:00,1
26574823,157,33.63741,-84.42317,2025-04-12 11:25:50+00:00,1
26574823,209,33.63741,-84.42317,2025-04-12 11:25:51+00:00,1
26574823,254,33.63741,-84.42317,2025-04-12 11:25:52+00:00,1
26574823,50,33.63741,-84.42317,2025-04-12 11:25:53+00:00,1
26574823,98,33.63741,-84.42317,2025-04-12 11:25:54+00:00,1
26574823,145,33.63741,-84.42317,2025-04-12 11:25:55+00:00,1
26574823,198,33.63741,-84.42317,2025-04-12 11:25:56+00:00,1
26574823,247,33.63741,-84.42317,2025-04-12 11:25:57+00:00,1
26574823,36,33.63741,-84.42317,2025-04-12 11:25:58+00:00,1
26574823,83,33.63741,-84.42317,2025-04-12 11:25:59+00:00,1
26574823,129,33.63741,-84.42317,2025-04-12 11:26:00+00:00,1
26574823,181,33.63741,-84.42317,2025-04-12 11:26:01+00:00,1
26574823,225,33.63741,-84.42317,2025-04-12 11:26:02+00:00,1
26574823,14,33.63741,-84.42317,2025-04-12 11:26:03+00:00,1
26574823,133,33.63822,-84.42346,2025-04-12 11:38:41+00:00,1
26574823,193,33.63824,-84.42341,2025-04-12 11:38:42+00:00,1
26574823,246,33.63822,-84.42342,2025-04-12 11:38:43+00:00,1
26574823,46,33.63822,-84.42343,2025-04-12 11:38:44+00:00,1
26574823,103,33.63821,-84.42344,2025-04-12 11:38:45+00:00,1
26574823,154,33.63821,-84.42346,2025-04-12 11:38:46+00:00,1
26574823,217,33.63821,-84.42347,2025-04-12 11:38:47+00:00,1
26574823,16,33.63821,-84.42347,2025-04-12 11:38:48+00:00,1
26574823,77,33.63821,-84.42347,2025-04-12 11:38:49+00:00,1
26574823,138,33.63821,-84.42346,2025-04-12 11:38:50+00:00,1
26574823,203,33.63821,-84.42347,2025-04-12 11:38:51+00:00,1
26574823,9,33.63821,-84.42346,2025-04-12 11:38:52+00:00,1
26574823,66,33.63821,-84.42346,2025-04-12 11:38:53+00:00,1
26574823,130,33.63821,-84.42347,2025-04-12 11:38:54+00:00,1
26574823,189,33.63821,-84.42347,2025-04-12 11:38:55+00:00,1
26574832,181,33.64536,-84.43446,2025-04-12 11:10:45+00:00,1
26574832,226,33.64526,-84.43439,2025-04-12 11:10:46+00:00,1
26574832,17,33.64521,-84.43433,2025-04-12 11:10:47+00:00,1
26574832,95,33.64515,-84.43429,2025-04-12 11:10:48+00:00,1
26574832,138,33.64509,-84.43425,2025-04-12 11:10:49+00:00,1
26574832,144,33.64502,-84.43423,2025-04-12 11:10:50+00:00,1
26574832,234,33.64498,-84.43422,2025-04-12 11:10:51+00:00,1
26574832,21,33.64486,-84.43421,2025-04-12 11:10:52+00:00,1
26574832,67,33.64476,-84.43419,2025-04-12 11:10:53+00:00,1
26574832,108,33.64472,-84.43422,2025-04-12 11:10:54+00:00,1
26574832,152,33.64466,-84.43424,2025-04-12 11:10:55+00:00,1
26574832,191,33.64459,-84.43424,2025-04-12 11:10:56+00:00,1
26574832,239,33.64454,-84.43428,2025-04-12 11:10:57+00:00,1
26574833,173,33.63757,-84.43063,2025-04-12 11:10:45+00:00,1
26574833,218,33.63757,-84.43063,2025-04-12 11:10:46+00:00,1
26574833,9,33.63756,-84.43061,2025-04-12 11:10:47+00:00,1
26574833,56,33.63756,-84.43061,2025-04-12 11:10:48+00:00,1
26574833,102,33.63756,-84.43061,2025-04-12 11:10:49+00:00,1
26574833,149,33.63759,-84.43063,2025-04-12 11:10:50+00:00,1
26574833,193,33.6376,-84.43064,2025-04-12 11:10:51+00:00,1
26574833,242,33.63761,-84.43065,2025-04-12 11:10:52+00:00,1
26574833,34,33.63758,-84.43064,2025-04-12 11:10:53+00:00,1
26574833,112,33.63758,-84.43064,2025-04-12 11:10:54+00:00,1
26574833,116,33.63758,-84.43063,2025-04-12 11:10:55+00:00,1
26574833,160,33.63759,-84.43064,2025-04-12 11:10:56+00:00,1
26574833,207,33.63761,-84.43064,2025-04-12 11:10:57+00:00,1
26574839,184,33.64294,-84.43389,2025-04-12 11:10:45+00:00,1
26574839,229,33.64294,-84.43389,2025-04-12 11:10:46+00:00,1
26574839,20,33.64294,-84.43389,2025-04-12 11:10:47+00:00,1
26574839,64,33.64294,-84.43389,2025-04-12 11:10:48+00:00,1
26574839,110,33.64294,-84.43389,2025-04-12 11:10:49+00:00,1
26574839,156,33.64294,-84.43389,2025-04-12 11:10:50+00:00,1
26574839,200,33.64294,-84.43389,2025-04-12 11:10:51+00:00,1
26574839,248,33.64294,-84.43389,2025-04-12 11:10:52+00:00,1
26574839,40,33.64294,-84.43389,2025-04-12 11:10:53+00:00,1
26574839,83,33.64294,-84.43389,2025-04-12 11:10:54+00:00,1
26574839,127,33.64294,-84.43389,2025-04-12 11:10:55+00:00,1
26574839,170,33.64294,-84.43388,2025-04-12 11:10:56+00:00,1
26574839,217,33.64294,-84.43388,2025-04-12 11:10:57+00:00,1
26574866,178,33.63557,-84.44189,2025-04-12 11:10:45+00:00,1
26574866,223,33.63567,-84.4419,2025-04-12 11:10:46+00:00,1
26574866,14,33.63579,-84.44194,2025-04-12 11:10:47+00:00,1
26574866,61,33.63587,-84.44192,2025-04-12 11:10:48+00:00,1
26574866,107,33.63591,-84.44192,2025-04-12 11:10:49+00:00,1
26574866,153,33.63596,-84.44191000000001,2025-04-12 11:10:50+00:00,1
26574866,197,33.63605,-84.44188,2025-04-12 11:10:51+00:00,1
26574866,23,33.63613,-84.44191000000001,2025-04-12 11:10:52+00:00,1
26574866,27,33.63621,-84.4419,2025-04-12 11:10:53+00:00,1
26574866,73,33.63626,-84.44185,2025-04-12 11:10:54+00:00,1
26574866,117,33.63633,-84.44179,2025-04-12 11:10:55+00:00,1
26574866,198,33.6364,-84.44176,2025-04-12 11:10:56+00:00,1
26574866,204,33.63646,-84.44166,2025-04-12 11:10:57+00:00,1
26574932,188,33.63709,-84.42087,2025-04-12 11:10:45+00:00,1
26574932,234,33.63709,-84.42087,2025-04-12 11:10:46+00:00,1
26574932,51,33.63709,-84.42087,2025-04-12 11:10:47+00:00,1
26574932,94,33.63709,-84.42087,2025-04-12 11:10:48+00:00,1
26574932,137,33.63709,-84.42087,2025-04-12 11:10:49+00:00,1
26574932,184,33.63709,-84.42087,2025-04-12 11:10:50+00:00,1
26574932,227,33.63709,-84.42087,2025-04-12 11:10:51+00:00,1
26574932,14,33.63709,-84.42087,2025-04-12 11:10:52+00:00,1
26574932,61,33.63709,-84.42087,2025-04-12 11:10:53+00:00,1
26574932,103,33.63709,-84.42087,2025-04-12 11:10:54+00:00,1
26574932,147,33.63709,-84.42087,2025-04-12 11:10:55+00:00,1
26574932,186,33.63709,-84.42087,2025-04-12 11:10:56+00:00,1
26574932,235,33.63709,-84.42087,2025-04-12 11:10:57+00:00,1
26574991,194,33.64389,-84.43179,2025-04-12 11:10:45+00:00,1
26574991,240,33.64389,-84.43179,2025-04-12 11:10:46+00:00,1
26574991,30,33.64389,-84.43179,2025-04-12 11:10:47+00:00,1
26574991,75,33.64389,-84.43179,2025-04-12 11:10:48+00:00,1
26574991,119,33.64389,-84.43179,2025-04-12 11:10:49+00:00,1
26574991,167,33.64389,-84.43178,2025-04-12 11:10:50+00:00,1
26574991,210,33.6439,-84.43178,2025-04-12 11:10:51+00:00,1
26574991,255,33.6439,-84.43178,2025-04-12 11:10:52+00:00,1
26574991,47,33.6439,-84.43178,2025-04-12 11:10:53+00:00,1
26574991,89,33.6439,-84.43178,2025-04-12 11:10:54+00:00,1
26574991,133,33.6439,-84.43177,2025-04-12 11:10:55+00:00,1
26574991,173,33.64391,-84.4317,2025-04-12 11:10:56+00:00,1
26574991,222,33.64388,-84.43167,2025-04-12 11:10:57+00:00,1
26575000,177,33.63763,-84.42417,2025-04-12 11:10:45+00:00,1
26575000,222,33.63762,-84.42417,2025-04-12 11:10:46+00:00,1
26575000,13,33.6376,-84.42416,2025-04-12 11:10:47+00:00,1
26575000,60,33.63757,-84.42416,2025-04-12 11:10:48+00:00,1
26575000,106,33.63753,-84.42415,2025-04-12 11:10:49+00:00,1
26575000,152,33.63766,-84.42409,2025-04-12 11:10:50+00:00,1
26575000,196,33.63757,-84.42413,2025-04-12 11:10:51+00:00,1
26575000,245,33.63756,-84.42413,2025-04-12 11:10:52+00:00,1
26575000,37,33.63755,-84.42413,2025-04-12 11:10:53+00:00,1
26575000,81,33.63754,-84.42413,2025-04-12 11:10:54+00:00,1
26575000,125,33.6376,-84.42414,2025-04-12 11:10:55+00:00,1
26575000,168,33.6376,-84.42414,2025-04-12 11:10:56+00:00,1
26575000,215,33.63759,-84.42414,2025-04-12 11:10:57+00:00,1
26575000,172,33.64409,-84.42151,2025-04-12 11:25:50+00:00,1
26575000,224,33.64415,-84.42144,2025-04-12 11:25:51+00:00,1
26575000,13,33.64415,-84.42147,2025-04-12 11:25:52+00:00,1
26575000,65,33.64411,-84.42147,2025-04-12 11:25:53+00:00,1
26575000,112,33.6441,-84.42149,2025-04-12 11:25:54+00:00,1
26575000,159,33.64409,-84.42153,2025-04-12 11:25:55+00:00,1
26575000,212,33.64413,-84.4215,2025-04-12 11:25:56+00:00,1
26575000,4,33.64418,-84.42147,2025-04-12 11:25:57+00:00,1
26575000,49,33.64417,-84.42147,2025-04-12 11:25:58+00:00,1
26575000,96,33.64411,-84.42149,2025-04-12 11:25:59+00:00,1
26575000,141,33.64411,-84.4215,2025-04-12 11:26:00+00:00,1
26575000,193,33.64414,-84.4215,2025-04-12 11:26:01+00:00,1
26575000,236,33.64412,-84.4215,2025-04-12 11:26:02+00:00,1
26575000,25,33.64413,-84.42151,2025-04-12 11:26:03+00:00,1
26575018,200,33.69848,-84.62033,2025-04-12 11:10:45+00:00,6
26575018,246,33.69816,-84.62277,2025-04-12 11:10:46+00:00,6
26575018,35,33.69785,-84.62521,2025-04-12 11:10:47+00:00,6
26575018,80,33.697540000000004,-84.62765,2025-04-12 11:10:48+00:00,6
26575018,124,33.69723,-84.63009,2025-04-12 11:10:49+00:00,6
26575018,172,33.69692,-84.63253,2025-04-12 11:10:50+00:00,6
26575018,215,33.69661,-84.63497,2025-04-12 11:10:51+00:00,6
26575018,4,33.6963,-84.63741,2025-04-12 11:10:52+00:00,6
26575018,52,33.69599,-84.63985,2025-04-12 11:10:53+00:00,6
26575018,94,33.69568,-84.64229,2025-04-12 11:10:54+00:00,6
26575018,138,33.69537,-84.64474,2025-04-12 11:10:55+00:00,6
26575030,196,33.64498,-84.42339,2025-04-12 11:10:45+00:00,1
26575030,242,33.64502,-84.42336,2025-04-12 11:10:46+00:00,1
26575030,32,33.64506,-84.42334,2025-04-12 11:10:47+00:00,1
26575030,77,33.64509,-84.42334,2025-04-12 11:10:48+00:00,1
26575030,121,33.64513,-84.42334,2025-04-12 11:10:49+00:00,1
26575030,169,33.64518,-84.42335,2025-04-12 11:10:50+00:00,1
26575030,212,33.64522,-84.42333,2025-04-12 11:10:51+00:00,1
26575030,1,33.64526,-84.42332,2025-04-12 11:10:52+00:00,1
26575030,49,33.64528,-84.42331,2025-04-12 11:10:53+00:00,1
26575030,91,33.64532,-84.42331,2025-04-12 11:10:54+00:00,1
26575030,135,33.64536,-84.42333,2025-04-12 11:10:55+00:00,1
26575030,175,33.64539,-84.42332,2025-04-12 11:10:56+00:00,1
26575030,224,33.64541,-84.42332,2025-04-12 11:10:57+00:00,1
26575068,198,33.64445,-84.43843,2025-04-12 11:10:45+00:00,1
26575068,244,33.64442,-84.43837,2025-04-12 11:10:46+00:00,1
26575068,34,33.64446,-84.43831,2025-04-12 11:10:47+00:00,1
26575068,79,33.64448,-84.43823,2025-04-12 11:10:48+00:00,1
26575068,123,33.64449,-84.43814,2025-04-12 11:10:49+00:00,1
26575068,171,33.64447,-84.43804,2025-04-12 11:10:50+00:00,1
26575068,214,33.64449,-84.43798,2025-04-12 11:10:51+00:00,1
26575068,3,33.64452,-84.4379,2025-04-12 11:10:52+00:00,1
26575068,51,33.64451,-84.43781,2025-04-12 11:10:53+00:00,1
26575068,93,33.64451,-84.43774,2025-04-12 11:10:54+00:00,1
26575068,137,33.64453,-84.43772,2025-04-12 11:10:55+00:00,1
26575068,177,33.64453,-84.4376,2025-04-12 11:10:56+00:00,1
26575068,226,33.64455,-84.43752,2025-04-12 11:10:57+00:00,1
26575075,201,33.63905,-84.4216,2025-04-12 11:10:45+00:00,1
26575075,247,33.63905,-84.4216,2025-04-12 11:10:46+00:00,1
26575075,36,33.63905,-84.4216,2025-04-12 11:10:47+00:00,1
26575075,81,33.63905,-84.4216,2025-04-12 11:10:48+00:00,1
26575075,125,33.63905,-84.4216,2025-04-12 11:10:49+00:00,1
26575075,173,33.63905,-84.4216,2025-04-12 11:10:50+00:00,1
26575075,216,33.63905,-84.4216,2025-04-12 11:10:51+00:00,1
26575075,5,33.63905,-84.4216,2025-04-12 11:10:52+00:00,1
26575075,53,33.63905,-84.4216,2025-04-12 11:10:53+00:00,1
26575075,95,33.63905,-84.4216,2025-04-12 11:10:54+00:00,1
26575075,139,33.63905,-84.4216,2025-04-12 11:10:55+00:00,1
26575075,178,33.63905,-84.4216,2025-04-12 11:10:56+00:00,1
26575075,227,33.63905,-84.4216,2025-04-12 11:10:57+00:00,1
26575076,186,33.644,-84.42368,2025-04-12 11:10:45+00:00,1
26575076,231,33.644,-84.42368,2025-04-12 11:10:46+00:00,1
26575076,22,33.644,-84.42368,2025-04-12 11:10:47+00:00,1
26575076,66,33.644,-84.42368,2025-04-12 11:10:48+00:00,1
26575076,111,33.644,-84.42368,2025-04-12 11:10:49+00:00,1
26575076,157,33.644,-84.42368,2025-04-12 11:10:50+00:00,1
26575076,201,33.644,-84.42368,2025-04-12 11:10:51+00:00,1
26575076,249,33.644,-84.42368,2025-04-12 11:10:52+00:00,1
26575076,41,33.644,-84.42368,2025-04-12 11:10:53+00:00,1
26575076,84,33.644,-84.42368,2025-04-12 11:10:54+00:00,1
26575076,128,33.644,-84.42368,2025-04-12 11:10:55+00:00,1
26575076,171,33.644,-84.42368,2025-04-12 11:10:56+00:00,1
26575076,218,33.644,-84.42368,2025-04-12 11:10:57+00:00,1
26575077,197,33.64457,-84.42974,2025-04-12 11:10:45+00:00,1
26575077,243,33.64456,-84.4297,2025-04-12 11:10:46+00:00,1
26575077,33,33.64459,-84.42963,2025-04-12 11:10:47+00:00,1
26575077,78,33.64459,-84.4295,2025-04-12 11:10:48+00:00,1
26575077,122,33.64455,-84.42942,2025-04-12 11:10:49+00:00,1
26575077,170,33.64456,-84.42935,2025-04-12 11:10:50+00:00,1
26575077,213,33.64457,-84.42926,2025-04-12 11:10:51+00:00,1
26575077,2,33.64456,-84.4292,2025-04-12 11:10:52+00:00,1
26575077,50,33.64457,-84.42912,2025-04-12 11:10:53+00:00,1
26575077,92,33.64459,-84.42907,2025-04-12 11:10:54+00:00,1
26575077,136,33.64458,-84.429,2025-04-12 11:10:55+00:00,1
26575077,176,33.64457,-84.42893,2025-04-12 11:10:56+00:00,1
26575077,225,33.64457,-84.42887,2025-04-12 11:10:57+00:00,1
26575079,202,33.63713,-84.43544,2025-04-12 11:10:45+00:00,1
26575079,248,33.63713,-84.43531,2025-04-12 11:10:46+00:00,1
26575084,185,33.65139,-84.41973,2025-04-12 11:10:45+00:00,1
26575084,230,33.65139,-84.41972,2025-04-12 11:10:46+00:00,1
26575084,21,33.65139,-84.41973,2025-04-12 11:10:47+00:00,1
26575084,65,33.65139,-84.41974,2025-04-12 11:10:48+00:00,1
26575084,141,33.6514,-84.41976,2025-04-12 11:10:49+00:00,1
26575084,187,33.65141,-84.41982,2025-04-12 11:10:50+00:00,1
